what,kind,bundleId,bundleVersion,description,time
processors,sysinfo,,,"4",1410489944937
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1410489944937
java.runtime.version,sysinfo,,,"1.7.0_65-b32",1410489944937
java.specification.name,sysinfo,,,"Java Platform API Specification",1410489944937
java.specification.vendor,sysinfo,,,"Oracle Corporation",1410489944937
java.specification.version,sysinfo,,,"1.7",1410489944937
java.vendor,sysinfo,,,"Oracle Corporation",1410489944937
java.version,sysinfo,,,"1.7.0_65",1410489944937
java.vm.info,sysinfo,,,"mixed mode",1410489944937
java.vm.name,sysinfo,,,"OpenJDK 64-Bit Server VM",1410489944937
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1410489944937
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1410489944937
java.vm.specification.version,sysinfo,,,"1.7",1410489944937
java.vm.vendor,sysinfo,,,"Oracle Corporation",1410489944937
java.vm.version,sysinfo,,,"24.65-b04",1410489944937
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1410489945195
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1410489945325
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1410489945487
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1410489945531
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1410489945766
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1410489945855
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1410489945919
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1410489946164
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1410489946188
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1410489948471
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1410489949578
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410489951263
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410489964745
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410489964771
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1410489965143
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410489965308
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,7.0.0.201102110609,"org.eclipse.cdt.managedbuilder.gnu.ui",1410489965689
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410489988080
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1410489988993
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1410489988993
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410489989029
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1410489991284
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1410489991357
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1410489991389
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1410489992002
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1410489992890
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410490006628
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410490007671
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410490009233
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410490016023
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1410490016914
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410490020059
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410490029047
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1410490029995
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410490034820
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410490043270
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1410490043951
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410490047184
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410490055101
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1410490055764
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410490058000
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410490076149
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1410490076751
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410490079070
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410490085321
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1410490085973
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410490088307
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410490094614
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1410490095233
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410490097240
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410490102757
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1410490103302
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410490105429
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410490112298
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1410490113046
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410490116474
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410490122221
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1410490122685
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410490124481
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410490129982
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1410490130533
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410490132531
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410490140260
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1410490141107
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410490144025
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410490151714
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1410490152316
